RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Severity,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,GFEDVegCover,Region,LatLon,LitterC_Binary_Measurements,O_MineralCombo_Binary_Measurements,O_lyr_Binary_Measurements,Mineral_Binary_Measurements,BurnDepth_Binary_Measurements,SoilC_Binary_Measurements,SoilN_Binary_Measurements,pyC_char_ash_Binary_Measurements,Rs_Rh_Ra_CH4_Binary_Measurements,C02mic_BasalResp_Binary_Measurements,CUEmic_Binary_Measurements,MBC_Binary_Measurements,DOC_Binary_Measurements,Microbial_comp_Binary_Measurements,RootN_Binary_Measurements,RootC_Binary_Measurements,BD_Binary_Measurements,MRT_Binary_Measurements,SoilC_Units_StockData,SoilC1_Depth_cm_StockData,SoilC2_Depth_cm_StockData,SoilC3_Depth_cm_StockData,O_lyr_Units_StockData,PyC_Units_StockData,LitterDuff_Units_StockData,RootC_Units_StockData,MBC_Units_StockData,SrespUnits_FluxData,CH4Units_FluxData,PeatAccumulationRate_units_FluxData,EmissionsUnits_Emissions,Description_StockData,DescriptionText_StockData,SoilC1_StockData,SoilC2_StockData,SoilC3_StockData,O_lyrC_StockData,PyC_StockData,LitterDuffC_StockData,RootC_StockData,MBC_StockData,BD_gcm3_StockData,Rs_FluxData,Rh_FluxData,Ra_FluxData,CH4_FluxData,MRT_active_FluxData,MRT_passive_FluxData,MRT_total_FluxData,PeatAccumulationRate_FluxData,CO2mic_text,BurnDepth_cm_Emissions,Soil_Emissions,Litter_Emissions,Roots_Emissions,TotalBelowground_Emissions,UniqueID,Lat,Lon,Biome,Biome_simple,SoilC1_StockData_Mg_ha,SoilC1_StockData_Mg_ha_scaled,SoilC2_StockData_Mg_ha,SoilC3_StockData_Mg_ha,SoilC1_StockData_percent,SoilC2_StockData_percent,SoilC3_StockData_percent,O_lyrC_StockData_Mg_ha,O_lyrC_StockData_percent,LitterDuffC_StockData_Mg_ha,LitterDuffC_StockData_percent,RootC_StockData_Mg_ha,MBC_StockData_Mg_ha,MBC_StockData_percent,Rs_FluxData_g_m2,Rs_FluxData_g_m2_unit,Ra_FluxData_g_m2,Ra_FluxData_g_m2_unit,CH4_FluxData_g_m2,CH4_FluxData_g_m2_unit,PeatAccumulationRate_FluxData_g_m2,PeatAccumulationRate_FluxData_g_m2_unit
1498,6,6,Control,Unburned,1,Mixed,"Walker, Xanthe J.; Baltzer, Jennifer L.; Bourgeau-Chavez, Laura; Day, Nicola J.; Dieleman, Catherine M.; Johnstone, Jill F.; Kane, Evan S.; Rogers, Brendan M.; Turetsky, Merritt R.; Veraverbeke, Sander; Mack, Michelle C.",Frontiers | Patterns of Ecosystem Structure and Wildfire Carbon Combustion Across Six Ecoregions of the North American Boreal Forest (frontiersin.org),10.3389/ffgc.2020.00087,Wildfire,Picea mariana,BORF,Boreal Plains,"56.152708, -108.997232",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,gC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proportion of total C combusted from belowground,Unburned,Boreal Plains unburned,5263.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498_6,56.152708,-108.997232,Boreal Forests/Taiga,AlpineBorealForest,52.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,6,12,Burn,Burned,1,Mixed,"Walker, Xanthe J.; Baltzer, Jennifer L.; Bourgeau-Chavez, Laura; Day, Nicola J.; Dieleman, Catherine M.; Johnstone, Jill F.; Kane, Evan S.; Rogers, Brendan M.; Turetsky, Merritt R.; Veraverbeke, Sander; Mack, Michelle C.",Frontiers | Patterns of Ecosystem Structure and Wildfire Carbon Combustion Across Six Ecoregions of the North American Boreal Forest (frontiersin.org),10.3389/ffgc.2020.00087,Wildfire,Picea mariana,BORF,Boreal Plains,"56.152708, -108.997232",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,gC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proportion of total C combusted from belowground,Burned,burned,2733.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,0.63,1498_12,56.152708,-108.997232,Boreal Forests/Taiga,AlpineBorealForest,27.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,1,1,Control,Unburned,10,Mixed,"Solomun, Marijana Kapovic; Ferreira, Carla S. S.; Eremija, Sasa; Tosic, Radislav; Lazovic, Nemanja; Cesljar, Goran",CSIRO PUBLISHING | International Journal of Wildland Fire,10.1071/WF20111,Wildfire,Fagetum montanum,TEMF,Bosnia,"44.568005, 16.996520",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,percent,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,NA,NA,NA,15.6612529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340_1,44.568005,16.99652,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,15.6612529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,1,2,Burn,LowSeverity,10,Mixed,"Solomun, Marijana Kapovic; Ferreira, Carla S. S.; Eremija, Sasa; Tosic, Radislav; Lazovic, Nemanja; Cesljar, Goran",CSIRO PUBLISHING | International Journal of Wildland Fire,10.1071/WF20111,Wildfire,Fagetum montanum,TEMF,Bosnia,"44.568005, 16.996520",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,percent,NA,NA,NA,NA,NA,NA,NA,NA,LowSeverity,Low,NA,NA,NA,8.700696056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340_2,44.568005,16.99652,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,8.700696056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,1,3,Burn,ModSeverity,10,Mixed,"Solomun, Marijana Kapovic; Ferreira, Carla S. S.; Eremija, Sasa; Tosic, Radislav; Lazovic, Nemanja; Cesljar, Goran",CSIRO PUBLISHING | International Journal of Wildland Fire,10.1071/WF20111,Wildfire,Fagetum montanum,TEMF,Bosnia,"44.568005, 16.996520",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,percent,NA,NA,NA,NA,NA,NA,NA,NA,ModSeverity,Moderate severity fire,NA,NA,NA,8.700696056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340_3,44.568005,16.99652,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,8.700696056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1,1,Control,Unburned,1,Low,"Bomfim, Barbara; Silva, Lucas C. R.; Marimon-Junior, Ben H.; Marimon, Beatriz S.; Doane, Timothy A.; Horwath, William R.",Fire Affects Asymbiotic Nitrogen Fixation in Southern Amazon Forests - Bomfim - 2020 - Journal of Geophysical Research: Biogeosciences - Wiley Online Library,10.1029/2019JG005383,Wildfire,semideciduous,TROP,Brazil,"-12.34, -50.81",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,gC_per_kg,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,205,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146_1,-12.34,-50.81,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,20.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1,2,Burn,Burned,1,Low,"Bomfim, Barbara; Silva, Lucas C. R.; Marimon-Junior, Ben H.; Marimon, Beatriz S.; Doane, Timothy A.; Horwath, William R.",Fire Affects Asymbiotic Nitrogen Fixation in Southern Amazon Forests - Bomfim - 2020 - Journal of Geophysical Research: Biogeosciences - Wiley Online Library,10.1029/2019JG005383,Wildfire,semideciduous,TROP,Brazil,"-12.34, -50.81",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,gC_per_kg,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Burned; variable historical FRI,196,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146_2,-12.34,-50.81,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,19.6,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,1,1,Control,Unburned,0,Low,"Metcalfe, Daniel B.; Rocha, Wanderley; Balch, Jennifer K.; Brando, Paulo M.; Doughty, Christopher E.; Malhi, Yadvinder",Impacts of fire on sources of soil CO2 efflux in a dry Amazon rain forest - Metcalfe - 2018 - Global Change Biology - Wiley Online Library,10.1111/gcb.14305,Experimental Burn,NA,TROP,Brazil,"-13.076497, -52.385792",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,metric_tonC_per_hectare_per_yr,NA,NA,NA,Unburned,Unburned,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,4.7,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969_1,-13.076497,-52.385792,Tropical & Subtropical Moist Broadleaf Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680,yr,1210,yr,NA,NA,NA,NA
969,1,2,Burn,Burned,0,Low,"Metcalfe, Daniel B.; Rocha, Wanderley; Balch, Jennifer K.; Brando, Paulo M.; Doughty, Christopher E.; Malhi, Yadvinder",Impacts of fire on sources of soil CO2 efflux in a dry Amazon rain forest - Metcalfe - 2018 - Global Change Biology - Wiley Online Library,10.1111/gcb.14305,Experimental Burn,NA,TROP,Brazil,"-13.076497, -52.385792",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,metric_tonC_per_hectare_per_yr,NA,NA,NA,Burned,"Low severity experimental burn, every year for 4 yrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,6.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969_2,-13.076497,-52.385792,Tropical & Subtropical Moist Broadleaf Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,yr,530,yr,NA,NA,NA,NA
1214,1,1,Control,Control_ref,1,Mixed,"Roscoe, R; Buurman, P; Velthorst, EJ; Pereira, JAA",Effects of fire on soil organic matter in a Òcerrado sensu-strictoÓ from Southeast Brazil as revealed by changes in _13C - ScienceDirect,10.1016/S0016-7061(99)00089-0,RxFire,savanna,TROP,Brazil,"-19.5, -44.2",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,g_per_kg,5,NA,NA,NA,NA,g_per_kg,NA,NA,NA,NA,NA,NA,Control_ref,Control (reference site),65,NA,NA,NA,NA,468.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214_1,-19.5,-44.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,46.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,1,2,Burn,LowFrequency,1,Mixed,"Roscoe, R; Buurman, P; Velthorst, EJ; Pereira, JAA",Effects of fire on soil organic matter in a Òcerrado sensu-strictoÓ from Southeast Brazil as revealed by changes in _13C - ScienceDirect,10.1016/S0016-7061(99)00089-0,RxFire,savanna,TROP,Brazil,"-19.5, -44.2",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,g_per_kg,5,NA,NA,NA,NA,g_per_kg,NA,NA,NA,NA,NA,NA,LowFrequency,Burned 2x,61,NA,NA,NA,NA,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214_2,-19.5,-44.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,1,3,Burn,HighFrequency,1,Mixed,"Roscoe, R; Buurman, P; Velthorst, EJ; Pereira, JAA",Effects of fire on soil organic matter in a Òcerrado sensu-strictoÓ from Southeast Brazil as revealed by changes in _13C - ScienceDirect,10.1016/S0016-7061(99)00089-0,RxFire,savanna,TROP,Brazil,"-19.5, -44.2",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,g_per_kg,5,NA,NA,NA,NA,g_per_kg,NA,NA,NA,NA,NA,NA,HighFrequency,Burned every 2 years,50,NA,NA,NA,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214_3,-19.5,-44.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,1,1,Control,Unburned,1,Mixed,"Smith, Nancy R.; Kishchuk, Barbara E.; Mohn, William W.",Effects of Wildfire and Harvest Disturbances on Forest Soil Bacterial Communities | Applied and Environmental Microbiology (asm.org),10.1128/AEM.01355-07,Wildfire,"Picea glauca, Populus tremuloides, Populus balsamifera",BORF,Canada,"54.900000, -114.050000",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_g,NA,NA,NA,NA,Unburned,Unburned,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330_1,54.9,-114.05,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA
1330,1,2,Burn,Burned,1,Mixed,"Smith, Nancy R.; Kishchuk, Barbara E.; Mohn, William W.",Effects of Wildfire and Harvest Disturbances on Forest Soil Bacterial Communities | Applied and Environmental Microbiology (asm.org),10.1128/AEM.01355-07,Wildfire,"Picea glauca, Populus tremuloides, Populus balsamifera",BORF,Canada,"54.900000, -114.050000",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_g,NA,NA,NA,NA,Burned,Burned,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330_2,54.9,-114.05,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA
1449,1,1,Control,Unburned,1,Mixed,"van Beest, Christine; Petrone, Richard; Nwaishi, Felix; Waddington, James Michael; Macrae, Merrin",Diversity | Free Full-Text | Increased Peatland Nutrient Availability Following the Fort McMurray Horse River Wildfire | HTML (mdpi.com),10.3390/d11090142,Wildfire,Populus tremuloides,PEAT,Canada,"56.366625, -111.233355",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,mgC_per_g,5,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,hollow,415.8,415,434.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449_1,56.366625,-111.233355,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,41.58,41.5,43.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,2,2,Control,Unburned,1,Mixed,"van Beest, Christine; Petrone, Richard; Nwaishi, Felix; Waddington, James Michael; Macrae, Merrin",Diversity | Free Full-Text | Increased Peatland Nutrient Availability Following the Fort McMurray Horse River Wildfire | HTML (mdpi.com),10.3390/d11090142,Wildfire,Populus tremuloides,PEAT,Canada,"56.366625, -111.233355",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,mgC_per_g,5,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,hummock,445.5,438.2,405.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449_2,56.366625,-111.233355,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,44.55,43.82,40.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,1,3,Burn,Burned,1,Mixed,"van Beest, Christine; Petrone, Richard; Nwaishi, Felix; Waddington, James Michael; Macrae, Merrin",Diversity | Free Full-Text | Increased Peatland Nutrient Availability Following the Fort McMurray Horse River Wildfire | HTML (mdpi.com),10.3390/d11090142,Wildfire,Populus tremuloides,PEAT,Canada,"56.366625, -111.233355",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,mgC_per_g,5,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,hollow,457.4,479.2,461.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44851,NA,NA,NA,NA,1449_3,56.366625,-111.233355,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,45.74,47.92,46.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,2,4,Burn,Burned,1,Mixed,"van Beest, Christine; Petrone, Richard; Nwaishi, Felix; Waddington, James Michael; Macrae, Merrin",Diversity | Free Full-Text | Increased Peatland Nutrient Availability Following the Fort McMurray Horse River Wildfire | HTML (mdpi.com),10.3390/d11090142,Wildfire,Populus tremuloides,PEAT,Canada,"56.366625, -111.233355",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,mgC_per_g,5,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,hummock,477,478.3,471.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44851,NA,NA,NA,NA,1449_4,56.366625,-111.233355,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,47.7,47.83,47.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,Control,Control_ref,3,High,"Aaltonen, Heidi; Koster, Kajar; Koster, Egle; Berninger, Frank; Zhou, Xuan; Karhu, Kristiina; Biasi, Christina; Bruckman, Viktor; Palviainen, Marjo; Pumpanen, Jukka",Forest fires in Canadian permafrost region: the combined effects of fire and permafrost dynamics on soil organic matter quality | SpringerLink,10.1007/s10533-019-00560-x,Wildfire,boreal forest,BORF,Canada,"67.433, -133.75",0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,kgC_per_m2,5,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,7.09,6.4,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_1,67.433,-133.75,Boreal Forests/Taiga,AlpineBorealForest,70.9,70.9,64,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2,Control,Control_ref,25,High,"Aaltonen, Heidi; Koster, Kajar; Koster, Egle; Berninger, Frank; Zhou, Xuan; Karhu, Kristiina; Biasi, Christina; Bruckman, Viktor; Palviainen, Marjo; Pumpanen, Jukka",Forest fires in Canadian permafrost region: the combined effects of fire and permafrost dynamics on soil organic matter quality | SpringerLink,10.1007/s10533-019-00560-x,Wildfire,boreal forest,BORF,Canada,"67.433, -133.75",0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,kgC_per_m2,5,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,7.09,6.4,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_2,67.433,-133.75,Boreal Forests/Taiga,AlpineBorealForest,70.9,70.9,64,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,3,Control,Control_ref,45,High,"Aaltonen, Heidi; Koster, Kajar; Koster, Egle; Berninger, Frank; Zhou, Xuan; Karhu, Kristiina; Biasi, Christina; Bruckman, Viktor; Palviainen, Marjo; Pumpanen, Jukka",Forest fires in Canadian permafrost region: the combined effects of fire and permafrost dynamics on soil organic matter quality | SpringerLink,10.1007/s10533-019-00560-x,Wildfire,boreal forest,BORF,Canada,"67.433, -133.75",0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,kgC_per_m2,5,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,7.09,6.4,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_3,67.433,-133.75,Boreal Forests/Taiga,AlpineBorealForest,70.9,70.9,64,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,4,Burn,Burned,3,High,"Aaltonen, Heidi; Koster, Kajar; Koster, Egle; Berninger, Frank; Zhou, Xuan; Karhu, Kristiina; Biasi, Christina; Bruckman, Viktor; Palviainen, Marjo; Pumpanen, Jukka",Forest fires in Canadian permafrost region: the combined effects of fire and permafrost dynamics on soil organic matter quality | SpringerLink,10.1007/s10533-019-00560-x,Wildfire,boreal forest,BORF,Canada,"67.433, -133.75",0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,kgC_per_m2,5,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Burned,2.61,7.74,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_4,67.433,-133.75,Boreal Forests/Taiga,AlpineBorealForest,26.1,26.1,77.4,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,5,Burn,Burned,25,High,"Aaltonen, Heidi; Koster, Kajar; Koster, Egle; Berninger, Frank; Zhou, Xuan; Karhu, Kristiina; Biasi, Christina; Bruckman, Viktor; Palviainen, Marjo; Pumpanen, Jukka",Forest fires in Canadian permafrost region: the combined effects of fire and permafrost dynamics on soil organic matter quality | SpringerLink,10.1007/s10533-019-00560-x,Wildfire,boreal forest,BORF,Canada,"67.433, -133.75",0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,kgC_per_m2,5,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Burned,7.46,8.64,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_5,67.433,-133.75,Boreal Forests/Taiga,AlpineBorealForest,74.6,74.6,86.4,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,6,Burn,Burned,45,High,"Aaltonen, Heidi; Koster, Kajar; Koster, Egle; Berninger, Frank; Zhou, Xuan; Karhu, Kristiina; Biasi, Christina; Bruckman, Viktor; Palviainen, Marjo; Pumpanen, Jukka",Forest fires in Canadian permafrost region: the combined effects of fire and permafrost dynamics on soil organic matter quality | SpringerLink,10.1007/s10533-019-00560-x,Wildfire,boreal forest,BORF,Canada,"67.433, -133.75",0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,kgC_per_m2,5,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Burned,5.27,7.17,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_6,67.433,-133.75,Boreal Forests/Taiga,AlpineBorealForest,52.7,52.7,71.7,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,1,Control,Control_ref,2,High,"Andrieux, Benjamin; Pare, David; Beguin, Julien; Grondin, Pierre; Bergeron, Yves",SOIL - Boreal-forest soil chemistry drives soil organic carbon bioreactivity along a 314-year fire chronosequence (copernicus.org),10.5194/soil-6-195-2020,Wildfire,Black Spruce,BORF,Canada,"50.08, -72.06",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,MgC_per_hectare,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48_1,50.08,-72.06,Boreal Forests/Taiga,AlpineBorealForest,175,88.86672239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,2,Burn,Burned,2,High,"Andrieux, Benjamin; Pare, David; Beguin, Julien; Grondin, Pierre; Bergeron, Yves",SOIL - Boreal-forest soil chemistry drives soil organic carbon bioreactivity along a 314-year fire chronosequence (copernicus.org),10.5194/soil-6-195-2020,Wildfire,Black Spruce,BORF,Canada,"50.08, -72.06",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,MgC_per_hectare,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Burned,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48_2,50.08,-72.06,Boreal Forests/Taiga,AlpineBorealForest,125,63.47623028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1,3,Burn,HighSeverity,1,High,"Benscoter, BW; Wieder, RK",https://cdnsciencepub.com/doi/pdf/10.1139/x03-162,10.1139/X03-162,NA,peatland,PEAT,Canada,"54.9, -114.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,kgC_per_m2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighSeverity,hollows (microtopagraphy; heavy combustion rate),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,117_3,54.9,-114,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
